order,chapter_id,letter_number,source_file,source_sha256,translation_file,status,date,source_pages
101,m1-l0101,0101,processed/vol1/ocr/04_source_spine/m1-l0101/chapter.json,7c159839949d77521b4be8795507a4efab3d3f975eeb839824312e42df4ea98a,translations/vol1/m1-l0101.en.md,translated,1974-09-29,m1-p0359;m1-p0360
102,m1-l0102,0102,processed/vol1/ocr/04_source_spine/m1-l0102/chapter.json,b978819898b3f26c94d547e68dd9c242da0834511c9b2cd168cbab2818feb845,translations/vol1/m1-l0102.en.md,translated,1974-10-06,m1-p0361;m1-p0362;m1-p0363;m1-p0364
103,m1-l0103,0103,processed/vol1/ocr/04_source_spine/m1-l0103/chapter.json,c14963467b50ed071b078e518edd40d855b434c536a4d72b31c7fcbca710443e,translations/vol1/m1-l0103.en.md,translated,1974-10-13,m1-p0365;m1-p0366;m1-p0367;m1-p0368
104,m1-l0104,0104,processed/vol1/ocr/04_source_spine/m1-l0104/chapter.json,cd09e48ba1241c71fb0add5f10c58e5c509ff179bef13fce5866beaf851d754f,translations/vol1/m1-l0104.en.md,translated,1974-10-26,m1-p0369;m1-p0370;m1-p0371;m1-p0372;m1-p0373
105,m1-l0105,0105,processed/vol1/ocr/04_source_spine/m1-l0105/chapter.json,4f0101960efa12d5f44de8da158f6f613f71c4ff0de9e06576ceea349227d707,translations/vol1/m1-l0105.en.md,translated,1974-10-27,m1-p0374;m1-p0375;m1-p0376;m1-p0377;m1-p0378;m1-p0379
106,m1-l0106,0106,processed/vol1/ocr/04_source_spine/m1-l0106/chapter.json,2a186026c1d7bbd3fb5cd210d3d538fbb45ed5ae4b00b5be7c143140d7ab45d0,translations/vol1/m1-l0106.en.md,translated,1974-11-03,m1-p0380;m1-p0381;m1-p0382;m1-p0383
107,m1-l0107,0107,processed/vol1/ocr/04_source_spine/m1-l0107/chapter.json,1d3ad296f761d5f829815a3a00f7071324049d8f90a987940d3c0c461a7360b8,translations/vol1/m1-l0107.en.md,translated,1974-11-10,m1-p0384;m1-p0385;m1-p0386;m1-p0387
108,m1-l0108,0108,processed/vol1/ocr/04_source_spine/m1-l0108/chapter.json,fcd895aa7a2647bb2c4ec4b61eb582826246dfb6b555eb226d26d8e45a7c47e2,translations/vol1/m1-l0108.en.md,translated,1974-11-17,m1-p0388;m1-p0389;m1-p0390;m1-p0391
109,m1-l0109,0109,processed/vol1/ocr/04_source_spine/m1-l0109/chapter.json,d5919ea9c3cc7a3409bd7d9d9b8ff203b1072d87efbda5388904363f7a49ebb2,translations/vol1/m1-l0109.en.md,translated,1974-11-24,m1-p0392;m1-p0393;m1-p0394;m1-p0395
110,m1-l0110,0110,processed/vol1/ocr/04_source_spine/m1-l0110/chapter.json,65978700c83013154924fb721d19531931430abfcafe1380a958b50cdd13136c,translations/vol1/m1-l0110.en.md,translated,1974-12-01,m1-p0396;m1-p0397;m1-p0398;m1-p0399;m1-p0400;m1-p0401
